"TIME","GEO","CURRENCY","Value","Flag and Footnotes"
"2017S1","Greece","Euro","683.76",""
"2017S1","Spain","Euro","825.65",""
"2017S1","France","Euro","1,480.27",""
"2017S1","Croatia","Euro","433.35",""
"2017S1","Italy","Euro",":","z"
"2017S1","Cyprus","Euro",":","z"
"2017S1","Latvia","Euro","380.00",""
"2017S1","Lithuania","Euro","380.00",""
"2017S1","Luxembourg","Euro","1,998.59",""
"2017S1","Hungary","Euro","411.52",""
"2017S1","Malta","Euro","735.63",""
"2017S1","Netherlands","Euro","1,551.60",""
"2017S1","Austria","Euro",":","z"
"2017S1","Poland","Euro","453.48",""
"2017S1","Portugal","Euro","649.83",""
"2017S1","Romania","Euro","275.39",""
"2017S1","Slovenia","Euro","804.96",""
"2017S1","Slovakia","Euro","435.00",""
"2017S1","Finland","Euro",":","z"
"2017S1","Sweden","Euro",":","z"
"2017S1","United Kingdom","Euro","1,396.90",""
"2017S1","Iceland","Euro",":","z"
"2017S1","Norway","Euro",":","z"
"2017S1","Switzerland","Euro",":","z"
"2017S1","Montenegro","Euro","288.05",""
"2017S1","Former Yugoslav Republic of Macedonia, the","Euro","239.74",""
"2017S1","Albania","Euro","162.69",""
"2017S1","Serbia","Euro","247.93",""
"2017S1","Turkey","Euro","479.47",""
"2017S1","United States","Euro","1,192.17",""
